Duree_Connexion,Octets_Source_Vers_Dest,Octets_Dest_Vers_Source,Taux_Paquets_Secondes,Fenetre_TCP_Moyenne,Ports_Dest_Distincts,Connexions_Simultanees,Taux_Erreur_CheckSum,Frequence_SYN_Flags
1.9754726637450002,0.5171585139955879,-0.731816925106526,0.48825287229426734,-0.7475960150941133,-0.23464678422942328,1.3651774505436938,-1.3020666844122728,0.35508125400738594
-1.0801020414145903,-1.2145311783588206,0.8217683376497603,0.0075596051770361215,2.0499342984129183,-0.7924663116974446,1.8199410044149087,0.997986416011817,0.11417091558511666
-0.8777950137506362,-0.08470214067982716,0.4261378929719435,0.30050509776646106,2.0499342984129183,-0.7924663116974446,0.000886788930048822,2.798146740452999,-0.21156700678865556
-1.0313382772049635,2.185537708058101,-0.6153067512212032,2.1600255255664895,0.37141611030869937,-0.7924663116974446,-0.9086403188123812,1.0799360514188512,2.3683225797897283
-0.9393536238581566,-0.12969999600802892,-0.949654738099415,1.924168221377382,0.37141611030869937,1.9966313256426622,-1.3634038726835962,0.04190733626308619,-0.22061528241014935
2.3678396602753353,0.11659801645761593,2.041209099360468,-0.34435021345966565,-0.8275254526228857,-1.350285839165466,-0.45387676494116613,-0.635542983101729,-0.1719808009446207
0.8003159531687339,-0.22521647604026349,-0.6268722215045872,-0.4203337881614973,-0.7475960150941133,-0.23464678422942328,0.9104138966724787,1.058082815310309,-0.18442217992417456
0.3061754695393256,0.8062998477667889,-0.8403786932028373,0.5752252532140003,-0.7475960150941133,-0.7924663116974446,0.000886788930048822,-1.3184566114936798,-1.0168635371015926
0.04076555906681351,-0.5402910862171536,2.559653106866657,-1.0639830109002935,-0.5877371400365687,-0.7924663116974446,0.45565034280126376,0.2822929334570527,-1.377663527508653
-0.25746239831638623,0.23518701058260935,0.9172364153318846,-0.9766086004847832,-0.26801938992147933,-1.350285839165466,0.000886788930048822,-0.07828546233389717,0.5869433168081613
0.9754405676101011,0.8658452888918234,0.9649766833310888,-0.3092396374951508,0.37141611030869937,-1.350285839165466,0.9104138966724787,-0.1656984067680669,0.2973984969203635
-0.7849592209803974,-0.09687292771290908,-0.5294232715333517,-0.4248901224469688,-0.5877371400365687,-0.7924663116974446,0.000886788930048822,-0.6246163650474579,-0.015898046473854885
-0.46723418166164543,-1.1842673244167652,0.41237560625053044,1.7466051940759235,-0.26801938992147933,1.9966313256426622,-0.9086403188123812,-0.5317401115861525,-0.2013876967144752
0.7043195505601109,0.5038656485114442,0.8416393521222889,-0.6375637257129418,-0.7475960150941133,-0.23464678422942328,-0.45387676494116613,-0.08921208038816832,0.06440539966690159
-0.3885644067666367,-0.0920476318818256,-1.1794899096735239,-1.1421107429129351,-0.26801938992147933,0.8809922707066195,0.000886788930048822,0.3369260237284088,0.5597984899436801
-0.5961299471327371,2.185537708058101,1.5176566630814439,1.6801363174408115,-0.26801938992147933,0.32317274323859807,-0.9086403188123812,0.8832569264419695,2.3683225797897283
-0.963123201715278,0.7603914239830931,-0.8112719135919795,0.5426608640560727,-0.8275254526228857,-0.7924663116974446,-0.45387676494116613,1.06900943336458,0.5247364219103922
-0.8787778655390786,-0.7367695324386923,0.6498145035298013,-0.7022904745330207,-0.8275254526228857,1.9966313256426622,-0.9086403188123812,0.7466742007635793,-0.6323118231881114
